url;country;date;Zustand;Fahrzeughalter;HU/AU neu;Garantie;Scheckheftgepflegt;Marke;Modell;Angebotsnummer;Erstzulassung;Außenfarbe;Lackierung;Farbe laut Hersteller;Innenausstattung;Karosserieform;Anzahl Türen;Sitzplätze;Schlüsselnummer;Länderversion;Getriebeart;Gänge;Hubraum;Leergewicht;Antriebsart;Kraftstoff;"KraftstoffverbrauchWeitere Informationen zum offiziellen Kraftstoffverbrauch und den offiziellen spezifischen CO2-Emissionen neuer Personenkraftwagen können dem ""Leitfaden über den Kraftstoffverbrauch, die CO2-Emissionen und den Stromverbrauch neuer Personenkraftwagen"" entnommen werden, der an allen Verkaufsstellen und bei der Deutschen Automobil Treuhand GmbH unter www.dat.de unentgeltlich erhältlich ist.";"CO2-EmissionenWeitere Informationen zum offiziellen Kraftstoffverbrauch und den offiziellen spezifischen CO2-Emissionen neuer Personenkraftwagen können dem ""Leitfaden über den Kraftstoffverbrauch, die CO2-Emissionen und den Stromverbrauch neuer Personenkraftwagen"" entnommen werden, der an allen Verkaufsstellen und bei der Deutschen Automobil Treuhand GmbH unter www.dat.de unentgeltlich erhältlich ist.";Schadstoffklasse;Feinstaubplakette;Marke, Modell;Leistung;Kilometerstand;Getriebe;Kraftstoffverbr.*;Verkäufer;Ausstattung;Region;Serviceleistungen;Spezielle Umbauten;Modellvarianten;Bilder;Fahrzeugbeschreibung;haendler;privat;ort;price;ausstattung_liste;HU Prüfung;Nichtraucherfahrzeug;Zylinder;Andere Energieträger
/angebote/volkswagen-caddy-maxi-2-0-tdi-trendline-klima-navi-diesel-grau-240dc601-6be6-4deb-afe7-cbfc3e4fa33e?;Deutschland;2020-10-19 18:02:25.586230;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.;1;;12 Monate;;Volkswagen;Caddy;3577;2019;Grau;Metallic;Indiumgrau Metallic;Stoff, Schwarz;Van/Kleinbus;6;7;0603/BSV;;Schaltgetriebe;5;2.000 cm³;;Front;Diesel;5,4 l/100 km (komb)6,5 l/100 km (innerorts)4,7 l/100 km (außerorts);141 g CO2/km (komb);Euro 6d-TEMP;4 (Grün);Volkswagen Caddy;75 kW / 102 PS;8.037 km;Schaltgetriebe;5.4 l/100 km (komb);Händler;41 Ausstattungsmerkmale;Tipp:Regionale Angebots- und Nachfrageunterschiede können den Preis beeinflussen.;Tipp:Erkundige dich beim Verkäufer nach zusätzlichen Services oder Garantien, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf spezielle Umbauten, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Spezielle Ausstattungspakete, Modellvarianten und Sportversionen fließen aktuell nicht in die Bewertung ein.;Tipp:Inseratsbilder werden nicht in die Preisbewertung mit einbezogen, da eine zuverlässige Auswertung nicht möglich ist.;Tipp:Die Beschreibung des Fahrzeugs fließt nicht in die Bewertung ein, da eine zuverlässige Auswertung nicht möglich ist.;True;False;09376 Oelsnitz/Erzg.;23449;['', 'ABS', 'Armlehne', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'CD', 'ESP', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kopfairbag', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'MP3', 'Multifunktionslenkrad', 'Müdigkeitswarnsystem', 'Navigationssystem', 'Nebelscheinwerfer', 'Notbremsassistent', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'Touchscreen', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung', 'Zentralverriegelung mit Funkfernbedienung'];06/2022;;4;
/angebote/bmw-530-d-xdrive-touring-sport-aut-m-sportpaket-diesel-schwarz-303079c4-bb69-4abd-aac7-6fc06c240e1a?;Deutschland;2020-10-19 18:02:25.585346;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.;1;;;;BMW;530;12669;2018;Schwarz;Metallic;Carbonschwarz;Vollleder, Schwarz;Kombi;5;5;0005/COT;;Automatik;;2.993 cm³;;Allrad;Diesel;5,8 l/100 km (komb)7 l/100 km (innerorts)5,1 l/100 km (außerorts);153 g CO2/km (komb);Euro 6;4 (Grün);BMW 530;195 kW / 265 PS;97.843 km;Automatik;5.8 l/100 km (komb);Händler;59 Ausstattungsmerkmale;Tipp:Regionale Angebots- und Nachfrageunterschiede können den Preis beeinflussen.;Tipp:Erkundige dich beim Verkäufer nach zusätzlichen Services oder Garantien, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf spezielle Umbauten, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Spezielle Ausstattungspakete, Modellvarianten und Sportversionen fließen aktuell nicht in die Bewertung ein.;Tipp:Inseratsbilder werden nicht in die Preisbewertung mit einbezogen, da eine zuverlässige Auswertung nicht möglich ist.;Tipp:Die Beschreibung des Fahrzeugs fließt nicht in die Bewertung ein, da eine zuverlässige Auswertung nicht möglich ist.;True;False;90763 Fürth;35999;['', 'ABS', 'Abstandstempomat', 'Alarmanlage', 'Allrad', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'CD', 'Dachreling', 'ESP', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Einparkhilfe selbstlenkendes System', 'Elektr. Fensterheber', 'Elektrische Heckklappe', 'Elektrische Seitenspiegel', 'Elektrische Sitze', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'LED-Scheinwerfer', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'MP3', 'Multifunktionslenkrad', 'Navigationssystem', 'Notrufsystem', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Sportfahrwerk', 'Sportpaket', 'Sportsitze', 'Sprachsteuerung', 'Spurhalteassistent', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'Totwinkel-Assistent', 'Touchscreen', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Verkehrszeichenerkennung', 'Wegfahrsperre', 'Zentralverriegelung'];;;6;
/angebote/bmw-x1-xdrive20d-a-sportline-diesel-blau-e112ca23-7dfd-405f-87ff-9d635d7d97ba?;Deutschland;2020-10-19 18:02:25.581723;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.;2;;;;BMW;X1;B02319025028;2017;Blau;Metallic;MEDITERRANBLAU METALLIC;Vollleder, Braun;SUV/Geländewagen/Pickup;5;5;0005/CLB;;Automatik;;1.995 cm³;1.625 kg;Allrad;Diesel;4,9 l/100 km (komb)5,7 l/100 km (innerorts)4,5 l/100 km (außerorts);129 g CO2/km (komb);Euro 6;4 (Grün);BMW X1;140 kW / 190 PS;40.000 km;Automatik;4.9 l/100 km (komb);Händler;50 Ausstattungsmerkmale;Tipp:Regionale Angebots- und Nachfrageunterschiede können den Preis beeinflussen.;Tipp:Erkundige dich beim Verkäufer nach zusätzlichen Services oder Garantien, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf spezielle Umbauten, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Spezielle Ausstattungspakete, Modellvarianten und Sportversionen fließen aktuell nicht in die Bewertung ein.;Tipp:Inseratsbilder werden nicht in die Preisbewertung mit einbezogen, da eine zuverlässige Auswertung nicht möglich ist.;Tipp:Die Beschreibung des Fahrzeugs fließt nicht in die Bewertung ein, da eine zuverlässige Auswertung nicht möglich ist.;True;False;84503 Altötting;29900;['', 'ABS', 'Alarmanlage', 'Allrad', 'Alufelgen', 'Anhängerkupplung', 'Armlehne', 'Beifahrerairbag', 'Bluetooth', 'Bordcomputer', 'CD', 'Dachreling', 'ESP', 'Einparkhilfe', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Einparkhilfe selbstlenkendes System', 'Elektrische Heckklappe', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Head-up display', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'LED-Scheinwerfer', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'MP3', 'Multifunktionslenkrad', 'Navigationssystem', 'Nebelscheinwerfer', 'Notrufsystem', 'Panoramadach', 'Regensensor', 'Reifendruckkontrollsystem', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Sportpaket', 'Sportsitze', 'Start/Stop-Automatik', 'Tempomat', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Zentralverriegelung'];08/2022;;;
/angebote/bmw-320-d-coupe-msport-edition-diesel-weiss-d8457464-3a08-4033-b18f-83fa61e31ab6?;Deutschland;2020-10-19 18:02:25.583301;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.;3;Ja;;;BMW;320;B02319018628;2013;Weiß;;ALPINWEISS 3;Vollleder, Schwarz;Coupé;2;4;0005/AUZ;;Schaltgetriebe;;1.995 cm³;1.495 kg;;Diesel;4,7 l/100 km (komb)5,9 l/100 km (innerorts)4 l/100 km (außerorts);125 g CO2/km (komb);Euro 5;4 (Grün);BMW 320;147 kW / 200 PS;132.408 km;Schaltgetriebe;4.7 l/100 km (komb);Händler;49 Ausstattungsmerkmale;Tipp:Regionale Angebots- und Nachfrageunterschiede können den Preis beeinflussen.;Tipp:Erkundige dich beim Verkäufer nach zusätzlichen Services oder Garantien, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf spezielle Umbauten, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Spezielle Ausstattungspakete, Modellvarianten und Sportversionen fließen aktuell nicht in die Bewertung ein.;Tipp:Inseratsbilder werden nicht in die Preisbewertung mit einbezogen, da eine zuverlässige Auswertung nicht möglich ist.;Tipp:Die Beschreibung des Fahrzeugs fließt nicht in die Bewertung ein, da eine zuverlässige Auswertung nicht möglich ist.;True;False;84503 Altötting;14900;['', 'ABS', 'Alarmanlage', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Bluetooth', 'Bordcomputer', 'CD', 'ESP', 'Einparkhilfe', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Elektrische Sitze', 'Extras', 'Fahrerairbag', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kurvenlicht', 'Lederlenkrad', 'Lichtsensor', 'Multifunktionslenkrad', 'Navigationssystem', 'Nebelscheinwerfer', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Schiebedach', 'Schlüssellose Zentralverriegelung', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Soundsystem', 'Sportfahrwerk', 'Sportpaket', 'Sportsitze', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Xenonscheinwerfer', 'Zentralverriegelung'];;;;
/angebote/mercedes-benz-a-180-edition-classic-sport-cdi-diesel-schwarz-03eb569b-c286-4d7a-83b5-29527d9ea4c3?;Oesterreich;2020-10-19 18:02:28.311230;Gebraucht;2;;;;Mercedes-Benz;A 180;;2005;Schwarz;Metallic;;Stoff;Limousine;5;5;;;Schaltgetriebe;6;1.991 cm³;1.345 kg;;Diesel;5,7 l/100 km (komb)7,4 l/100 km (innerorts)4,7 l/100 km (außerorts);149 g CO2/km (komb);Euro 4;;;;;;;;;;;;;;;True;False;4614 Marchtrenk;1999;['', 'ABS', 'Alufelgen', 'Beifahrerairbag', 'CD', 'ESP', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Klimaanlage', 'Komfort', 'Lederlenkrad', 'Multifunktionslenkrad', 'Seitenairbag', 'Sicherheit', 'Sportfahrwerk', 'Traktionskontrolle', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung', 'teilb. Rücksitzbank'];;;4;
/angebote/nissan-qashqai-i-way-1-6-dci-diesel-weiss-c4b25b94-85b8-42e3-b3f1-e1161e2108a1?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
/angebote/volkswagen-touran-family-1-9-tdi-dpf-diesel-blau-7ba1fead-b9d1-46b1-a101-5521ee21ef87?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
/angebote/mercedes-benz-e-200-d-t-modell-diesel-grau-59474d24-e2ba-436e-b0b7-3b0207ecc0df?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
/angebote/mercedes-benz-a-180-d-diesel-weiss-d42d04d8-2a53-4aaf-9dd2-3c45366ac4fd?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
/angebote/alfa-romeo-147-diesel-schwarz-82d5c716-dcfc-408e-9ea7-9b33a045c53e?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
/angebote/honda-accord-tourer-2-2i-dtec-elegance-diesel-grau-2504292d-2472-4a7e-abc0-288f32dd9712?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
/angebote/citroen-c4-picasso-vti-120-jubilaeums-collection-pickerl-neu-benzin-weiss-b0d27344-9389-43a8-8a18-08cb6eb1e3a0?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
/angebote/volkswagen-touran-trendline-1-9-tdi-dpf-pickerl-7-2020-4-diesel-blau-7ff2529b-23fd-43af-a77f-26b288945e8a?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
/angebote/mercedes-benz-e-320-elegance-cdi-aut-diesel-grau-571608b2-f72b-6145-e053-0100007fd0b1?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
/angebote/opel-karl-1-0-ecotec-cosmo-eco-paket-benzin-weiss-94f61a3b-23b8-41ca-9acd-82ce4f5a1c7a?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
/angebote/mercedes-benz-c-220-d-coupe-diesel-rot-cf6383d3-74d1-42b3-a8a2-376b468d7bf8?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
/angebote/audi-a6-1-8-benzin-weiss-552009b2-fab7-562e-e053-0100007fc6dd?;Oesterreich;2020-10-19 18:02:28.320430;Gebraucht;;;;;Audi;A6;;1996;Weiß;;;;Limousine;4;5;;;Schaltgetriebe;5;1.781 cm³;1.385 kg;;Benzin;9,3 l/100 km (komb)12,7 l/100 km (innerorts)7,3 l/100 km (außerorts);220 g CO2/km (komb);;;;;;;;;;;;;;;;False;True;9451 Preitenegg;1800;['', 'ABS', 'Beifahrerairbag', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Fahrerairbag', 'Komfort', 'Servolenkung', 'Sicherheit', 'Wegfahrsperre', 'Zentralverriegelung'];;;4;
/angebote/volvo-s60-2-4-aut-benzin-grau-2d856eff-6bcb-490c-a5f0-77c31a3b2e2a?;Oesterreich;2020-10-19 18:02:28.316463;Gebraucht;2;;;;Volvo;S60;;2001;Grau;Metallic;;Stoff;Limousine;4;5;;;Automatik;5;2.435 cm³;1.542 kg;;Benzin;9,4 l/100 km (komb)13,5 l/100 km (innerorts)7 l/100 km (außerorts);225 g CO2/km (komb);;;;;;;;;;;;;;;;True;False;4614 Marchtrenk;999;['', 'ABS', 'Armlehne', 'Beifahrerairbag', 'Bordcomputer', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Klimaanlage', 'Komfort', 'Lordosenstütze', 'Radio', 'Reserverad', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Skisack', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung', 'teilb. Rücksitzbank'];;;5;
/angebote/mercedes-benz-a-200-benzin-grau-8d39168a-1131-428f-94e1-183cd7b27ef1?;Oesterreich;2020-10-19 18:02:28.318802;Gebraucht;;;;;Mercedes-Benz;A 200;20GZ111;2018;Grau;Metallic;mountaingrau metallic;Schwarz;Kleinwagen;5;5;;;Automatik;7;1.323 cm³;1.355 kg;Front;Benzin;5,3 l/100 km (komb);123 g CO2/km (komb);;;;;;;;;;;;;;;;True;False;1220 Wien;26990;['', 'Alufelgen', 'Anhängerkupplung', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Elektrische Seitenspiegel', 'Extras', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'LED-Scheinwerfer', 'Lordosenstütze', 'Navigationssystem', 'Notrufsystem', 'Regensensor', 'Reifendruckkontrollsystem', 'Schaltwippen', 'Seitenairbag', 'Sicherheit', 'Sitzheizung', 'Sportpaket', 'Spurhalteassistent', 'Tempomat'];;;4;
/angebote/mercedes-benz-c-220-elegance-cdi-aut-nur-79-000-km-1-besitz-diesel-blau-a90486da-11e5-48aa-8a91-1ef3ff815bf7?;Oesterreich;2020-10-19 18:02:28.312073;Gebraucht;1;;;;Mercedes-Benz;C 220;;2001;Blau;Metallic;;Vollleder, Schwarz;Limousine;4;5;;Österreich;Automatik;5;2.148 cm³;1.520 kg;Heck;Diesel;6,7 l/100 km (komb)9,4 l/100 km (innerorts)5,1 l/100 km (außerorts);177 g CO2/km (komb);;;;;;;;;;;;;;;;True;False;5023 Salzburg;2990;['', 'ABS', 'Airbag hinten', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Bordcomputer', 'CD', 'ESP', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Elektrische Sitze', 'Extras', 'Fahrerairbag', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Lederlenkrad', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Radio', 'Regensensor', 'Reserverad', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Sommerreifen', 'Tempomat', 'Unterhaltung/Media', 'Wegfahrsperre', 'Winterreifen', 'Zentralverriegelung mit Funkfernbedienung'];;;4;
/angebote/fiat-panda-firefly-hybrid-70-launch-edition-benzin-gruen-0df50b99-d5d8-40d8-86e6-01e03ec71287?;Oesterreich;2020-10-19 18:02:28.314447;Vorführfahrzeug;1;;;;Fiat;Panda;;2020;Grün;Metallic;Rugiada Grün;Stoff, Sonstige;Limousine;5;4;;Österreich;Schaltgetriebe;6;999 cm³;960 kg;;Benzin;;;Euro 6d-TEMP;;;;;;;;;;;;;;;True;False;4550 Kremsmünster;13800;['', 'ABS', 'Android Auto', 'Beheizbare Frontscheibe', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'Dachreling', 'ESP', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Getönte Scheiben', 'Katalysator', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Lederlenkrad', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Radio', 'Seitenairbag', 'Sicherheit', 'Sprachsteuerung', 'Stahlfelgen', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung', 'Zentralverriegelung mit Funkfernbedienung', 'teilb. Rücksitzbank'];;;4;
/angebote/peugeot-508-sw-2-0-bluehdi-180-allure-aut-mega-ausstattung-diesel-silber-1f5abce2-c389-4c0f-a0fe-0873dc358a7c?;Oesterreich;2020-10-19 18:02:28.315353;Gebraucht;1;;;;Peugeot;508;;2015;Silber;Metallic;Polarsilbermet.;Vollleder, Beige;Kombi;5;5;;Österreich;Automatik;6;1.997 cm³;1.685 kg;Front;Diesel;4,2 l/100 km (komb);110 g CO2/km (komb);Euro 6;;;;;;;;;;;;;;;True;False;1100 Wien;10775;['', 'ABS', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Berganfahrassistent', 'Bordcomputer', 'Dachreling', 'ESP', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Elektrische Sitze', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Getönte Scheiben', 'Innenspiegel automatisch abblendend', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'Multifunktionslenkrad', 'Navigationssystem', 'Nebelscheinwerfer', 'Panoramadach', 'Radio', 'Regensensor', 'Schaltwippen', 'Schiebedach', 'Schlüssellose Zentralverriegelung', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Skisack', 'Soundsystem', 'Sportpaket', 'Sportsitze', 'Spurhalteassistent', 'Tagfahrlicht', 'Tempomat', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Xenonscheinwerfer', 'Zentralverriegelung', 'Zentralverriegelung mit Funkfernbedienung', 'teilb. Rücksitzbank'];;;4;
/angebote/maserati-levante-levante-s-q4-benzin-blau-500212a3-b568-468f-9960-acf128d0714e?;Oesterreich;2020-10-19 18:02:28.323535;Gebraucht;;;;;Maserati;Levante;19GM234;2016;Blau;Metallic;Blau Metallic;Vollleder, Braun;SUV/Geländewagen/Pickup;5;5;;;Automatik;8;2.979 cm³;2.164 kg;Allrad;Benzin;;253 g CO2/km (komb);;;;;;;;;;;;;;;;True;False;2345 Brunn am Gebirge;59990;['', 'ABS', 'Allrad', 'Beifahrerairbag', 'Bluetooth', 'Bordcomputer', 'CD', 'ESP', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Elektrische Heckklappe', 'Elektrische Seitenspiegel', 'Elektrische Sitze', 'Extras', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Lichtsensor', 'Navigationssystem', 'Nebelscheinwerfer', 'Regensensor', 'Schaltwippen', 'Schlüssellose Zentralverriegelung', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Tempomat', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung mit Funkfernbedienung'];;;6;
/angebote/volkswagen-touareg-v6-tdi-bmt-4motion-aut-2-besitz-diesel-grau-c33bbf47-dd00-41bf-a8d0-692fbf5965b6?;Oesterreich;2020-10-19 18:02:28.332868;Gebraucht;2;;;;Volkswagen;Touareg;;2013;Grau;Metallic;;Vollleder, Schwarz;SUV/Geländewagen/Pickup;5;5;;;Automatik;8;2.967 cm³;2.179 kg;Allrad;Diesel;7 l/100 km (komb);184 g CO2/km (komb);Euro 5;;;;;;;;;;;;;;;True;False;4400 Steyr;18999;['', 'ABS', 'Allrad', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Berganfahrassistent', 'Bi-Xenon Scheinwerfer', 'Bordcomputer', 'CD', 'ESP', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Getönte Scheiben', 'Innenspiegel automatisch abblendend', 'Isofix', 'Katalysator', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kopfairbag', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'MP3', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Notrad', 'Radio', 'Regensensor', 'Reserverad', 'Scheinwerferreinigung', 'Seitenairbag', 'Sicherheit', 'Sitzheizung', 'Skisack', 'Tempomat', 'Traktionskontrolle', 'Unterhaltung/Media', 'Wegfahrsperre', 'Winterreifen', 'Xenonscheinwerfer', 'Zentralverriegelung', 'Zentralverriegelung mit Funkfernbedienung', 'teilb. Rücksitzbank'];;;6;
